id;date_created;date_updated;kcell_as;kcell_ip;provider_as;provider_ip;service;service_capacity;service_type_catalog_id;service_type_id;status;vlan ;vpn_number;vpn_termination_point_2;port_id
473;29/06/2023;29/06/2023;65233;10.1.62.141;9198;10.1.62.141;L3;200;83;26;Active;3033;VPN0156P;46;46
474;29/06/2023;29/06/2023;65233;10.1.62.146;9198;10.1.62.145;L3;20;83;29;Active;3035;VPN0160P;46;46
475;29/06/2023;29/06/2023;65233;10.0.219.6;9198;10.0.219.5;L3;10;83;30;Active;2766;VPN0436P;46;46
476;29/06/2023;29/06/2023;65233;10.1.62.150;9198;10.1.62.149;L3;7400;83;7;Active;3034;VPN0159P;46;46
477;29/06/2023;29/06/2023;65233;10.1.62.154;9198;10.1.62.153;L3;10;83;33;Active;1085;VPN1242P;46;46
478;29/06/2023;29/06/2023;65233;10.1.62.158;9198;10.1.62.157;L3;10;83;1;Active;3037;VPN1442P;46;46
479;29/06/2023;29/06/2023;65233;10.254.240.78;9198;10.254.240.77;L3;20;83;16;Active;2317;VPN1646P;46;46
480;29/06/2023;29/06/2023;65233;10.1.62.162;9198;10.1.62.161;L3;1000;83;4;Active;2570;VPN1969P;46;46
481;29/06/2023;29/06/2023;65240;10.1.2.114;65321;10.1.2.113;L3;4;83;3;Active;867;VPN0166;47;47
482;29/06/2023;29/06/2023;65240;10.1.2.98;65321;10.1.2.97;L3;400;83;11;Active;580;VPN0163;47;47
483;29/06/2023;29/06/2023;65240;10.1.2.110;65321;10.1.2.109;L3;65;83;26;Active;868;VPN0167;47;47
484;29/06/2023;29/06/2023;65240;10.1.2.106;65321;10.1.2.105;L3;10;83;29;Active;583;VPN0165;47;47
485;29/06/2023;29/06/2023;65240;10.1.2.102;65321;10.1.2.101;L3;272;83;7;Active;582;VPN0164;47;47
486;29/06/2023;29/06/2023;65240;10.252.240.74;65321;10.252.240.73;L3;1;83;16;Active;584;VPN1451;47;47
487;29/06/2023;29/06/2023;65240;10.1.1.118;65321;10.1.1.117;L3;5;83;17;Active;1426;VPN1502;47;47
488;29/06/2023;29/06/2023;65240;10.1.36.142;;10.1.36.141;L3;100;83;4;Active;2570;VPN1970;47;47
489;29/06/2023;29/06/2023;65240;10.1.3.190;;10.1.3.189;L3;30;83;1;Ordered;;;47;47
490;29/06/2023;29/06/2023;65240;10.1.59.42;65321;10.1.59.41;L3;4;83;3;Active;905;VPN0166P;48;48
491;29/06/2023;29/06/2023;65240;10.1.59.46;65321;10.1.59.45;L3;400;83;11;Active;906;VPN0163P;48;48
492;29/06/2023;29/06/2023;65240;10.1.59.50;65321;10.1.59.49;L3;65;83;26;Active;907;VPN0167P;48;48
493;29/06/2023;29/06/2023;65240;10.1.59.54;65321;10.1.59.53;L3;10;83;29;Active;908;VPN0165P;48;48
494;29/06/2023;29/06/2023;65240;10.1.59.58;65321;10.1.59.57;L3;272;83;7;Active;909;VPN0164P;48;48
495;29/06/2023;29/06/2023;65240;10.1.59.194;65321;10.1.59.193;L3;5;83;17;Active;1224;VPN1502P;48;48
496;29/06/2023;29/06/2023;65240;10.252.240.142;65321;10.252.240.141;L3;1;83;16;Active;910;VPN1451P;48;48
497;29/06/2023;29/06/2023;65240;10.1.59.62;65321;10.1.59.61;L3;100;83;4;Active;911;VPN1970P;48;48
498;29/06/2023;29/06/2023;29355;10.1.7.154;9198;10.1.7.153;L3;10;83;1;Active;1226;VPN1454;49;49
499;29/06/2023;29/06/2023;29355;10.1.7.130;9198;10.1.7.129;L3;4;83;3;Active;1220;VPN0711;49;49
500;29/06/2023;29/06/2023;29355;10.1.7.138;9198;10.1.7.137;L3;1792;83;11;Active;1222;VPN0713;49;49
501;29/06/2023;29/06/2023;29355;10.1.7.150;9198;10.1.7.149;L3;150;83;19;Active;1225;VPN0919;49;49
502;29/06/2023;29/06/2023;29355;10.1.7.134;9198;10.1.7.133;L3;120;83;26;Active;1221;VPN0712;49;49
503;29/06/2023;29/06/2023;29355;10.1.7.146;9198;10.1.7.145;L3;20;83;29;Active;1223;VPN0714;49;49
504;29/06/2023;29/06/2023;29355;10.1.7.142;9198;10.1.7.141;L3;8584;83;7;Active;1224;VPN0725;49;49
505;29/06/2023;29/06/2023;29355;10.254.240.38;9198;10.254.240.37;L3;2;83;16;Active;2222;VPN1676;49;49
506;29/06/2023;29/06/2023;29355;10.1.7.158;9198;10.1.7.157;L3;10000;83;9;Active;200;VPN1725;49;49
507;29/06/2023;29/06/2023;29355;10.1.1.122;9198;10.1.1.121;L3;5;83;17;Active;1228;VPN1503;49;49
508;29/06/2023;29/06/2023;29355;10.1.7.170;9198;10.1.7.169;L3;100;83;4;Active;2570;VPN1971;49;49
509;29/06/2023;29/06/2023;29355;10.1.62.218;9198;10.1.62.217 ;L3;10;83;1;Active;1226;VPN1454P;50;50
510;29/06/2023;29/06/2023;29355;10.1.62.194;9198;10.1.62.193;L3;4;83;3;Active;1220;VPN0711P;50;50
511;29/06/2023;29/06/2023;29355;10.1.62.198;9198;10.1.62.197;L3;1792;83;11;Active;1222;VPN0713P;50;50
512;29/06/2023;29/06/2023;29355;10.1.62.202;9198;10.1.62.201;L3;150;83;19;Active;1225;VPN0919P;50;50
513;29/06/2023;29/06/2023;29355;10.1.62.206;9198;10.1.62.205;L3;120;83;26;Active;1221;VPN0712P;50;50
514;29/06/2023;29/06/2023;29355;10.1.62.210;9198;10.1.62.209;L3;20;83;29;Active;1223;VPN0714P;50;50
515;29/06/2023;29/06/2023;29355;10.1.62.214;9198;10.1.62.213;L3;8584;83;7;Active;1224;VPN0725P;50;50
516;29/06/2023;29/06/2023;29355;10.254.240.82;9198;10.254.240.81;L3;2;83;16;Active;2222;VPN1676P;50;50
517;29/06/2023;29/06/2023;29355;10.1.62.190;9198;10.1.62.189;L3;5;83;17;Active;1229;VPN1503Р;50;50
518;29/06/2023;29/06/2023;29355;10.1.62.222;9198;10.1.62.221;L3;100;83;4;Active;2570;VPN1971P;50;50
519;29/06/2023;29/06/2023;65235;10.1.5.22;9198;10.1.5.21;L3;50;83;1;Active;3846;VPN0469 ;51;51
520;29/06/2023;29/06/2023;65235;10.1.5.18;9198;10.1.5.17;L3;30;83;3;Active;3091;VPN0182;51;51
521;29/06/2023;29/06/2023;65235;10.1.5.10;9198;10.1.5.9;L3;820;83;11;Active;3052;VPN0428;51;51
522;29/06/2023;29/06/2023;65235;10.1.5.26;9198;10.1.5.25;L3;50;83;19;Active;3054;VPN0486;51;51
523;29/06/2023;29/06/2023;65235;10.1.1.214;9198;10.1.1.213;L3;180;83;13;Active;3845;VPN0775;51;51
524;29/06/2023;29/06/2023;65235;10.1.5.14;9198;10.1.5.13;L3;110;83;26;Active;3071;VPN0181;51;51
525;29/06/2023;29/06/2023;65235;10.1.5.6;9198;10.1.5.5;L3;90;83;29;Active;3051;VPN0180;51;51
526;29/06/2023;29/06/2023;65235;10.1.5.2;9198;10.1.5.1;L3;16965;83;7;Active;3012;VPN0179;51;51
527;29/06/2023;29/06/2023;65235;10.255.240.186;9198;10.255.240.185;L3;1;83;16;Active;3010;VPN1599;51;51
528;29/06/2023;29/06/2023;65235;10.1.35.210;9198;10.1.35.209;L3;10;83;38;Active;3020;VPN1738;51;51
529;29/06/2023;29/06/2023;65235;10.1.5.30;9198;10.1.5.29;L3;1000;83;4;Active;2570;VPN1972;51;51
530;29/06/2023;29/06/2023;65235;10.1.1.134;9198;10.1.1.133;L3;5;83;17;Active;3847;VPN2493;51;51
531;29/06/2023;29/06/2023;65235;10.1.60.162;;10.1.60.161;L3;50;83;1;Ordered;;;52;52
532;29/06/2023;29/06/2023;65235;10.1.60.166;;10.1.60.165;L3;25;83;3;Ordered;;;52;52
533;29/06/2023;29/06/2023;65235;10.1.60.170;;10.1.60.169;L3;820;83;11;Ordered;;;52;52
534;29/06/2023;29/06/2023;65235;10.1.60.174;;10.1.60.173;L3;50;83;19;Ordered;;;52;52
535;29/06/2023;29/06/2023;65235;10.1.60.178;;10.1.60.177;L3;180;83;13;Ordered;;;52;52
536;29/06/2023;29/06/2023;65235;10.1.60.182;;10.1.60.181;L3;250;83;26;Ordered;;;52;52
537;29/06/2023;29/06/2023;65235;10.1.60.186;;10.1.60.185;L3;90;83;29;Ordered;;;52;52
538;29/06/2023;29/06/2023;65235;10.1.60.190;;10.1.60.189;L3;16970;83;7;Ordered;;;52;52
539;29/06/2023;29/06/2023;65235;10.1.60.194;;10.1.60.193;L3;1;83;16;Ordered;;;52;52
540;29/06/2023;29/06/2023;65235;10.1.60.198;;10.1.60.197;L3;10;83;38;Ordered;;;52;52
541;29/06/2023;29/06/2023;65235;10.1.60.202;;10.1.60.201;L3;1000;83;4;Ordered;;;52;52
542;29/06/2023;29/06/2023;65235;10.1.60.126;;10.1.60.125;L3;5;83;17;Ordered;;;52;52
543;29/06/2023;29/06/2023;29355;10.1.4.110;9198;10.1.4.109;L3;528;83;11;Active;3903;VPN0060;53;53
544;29/06/2023;29/06/2023;29355;10.1.4.2;9198;10.1.4.1;L3;49;83;1;Active;3909;VPN0768;53;53
545;29/06/2023;29/06/2023;29355;10.1.5.118;9198;10.1.5.117;L3;10;83;29;Active;2525;VPN0787;53;53
546;29/06/2023;29/06/2023;29355;10.1.4.106;9198;10.1.4.105;L3;5729;83;7;Active;3906;VPN0059;53;53
547;29/06/2023;29/06/2023;29355;10.255.240.190;9198;10.255.240.189;L3;1;83;16;Active;3916;VPN1560;53;53
548;29/06/2023;29/06/2023;29355;10.0.211.106;9198;10.0.211.105;L3;50;83;19;Active;2366;VPN1906;53;53
549;29/06/2023;29/06/2023;29355;10.1.1.138;9198;10.1.1.137;L3;5;83;17;Active;1211;VPN1652;53;53
550;29/06/2023;29/06/2023;29355;10.1.60.210;9198;10.1.60.209;L3;528;83;11;Ordered;1903;VPN0060P;54;54
551;29/06/2023;29/06/2023;29355;10.1.60.214;9198;10.1.60.213;L3;49;83;1;Ordered;1909;VPN0768P;54;54
552;29/06/2023;29/06/2023;29355;10.1.60.218;9198;10.1.60.217;L3;10;83;29;Ordered;2526;VPN0787P;54;54
553;29/06/2023;29/06/2023;29355;10.1.60.222;9198;10.1.60.221;L3;5729;83;7;Ordered;1906;VPN0059P;54;54
554;29/06/2023;29/06/2023;29355;10.1.60.226;9198;10.1.60.225;L3;1;83;16;Ordered;1916;VPN1560P;54;54
555;29/06/2023;29/06/2023;29355;10.1.60.230;9198;10.1.60.229;L3;50;83;19;Ordered;2367;VPN1906P;54;54
556;29/06/2023;29/06/2023;29355;10.1.60.234;9198;10.1.60.233;L3;5;83;17;Ordered;2368;VPN1652Р;54;54
557;29/06/2023;29/06/2023;65487;10.1.6.34;9198;10.1.6.33;L3;12;83;1;Active;817;VPN1041;55;55
558;29/06/2023;29/06/2023;65487;10.1.7.50;9198;10.1.7.49;L3;10;83;3;Active;582;VPN1001;55;55
559;29/06/2023;29/06/2023;65487;10.1.6.58;9198;10.1.6.57;L3;2510;83;11;Active;559;VPN0682;55;55
560;29/06/2023;29/06/2023;65487;10.1.7.46;9198;10.1.7.45;L3;120;83;26;Active;583;VPN1002;55;55
561;29/06/2023;29/06/2023;65487;10.1.6.62;9198;10.1.6.61;L3;2;83;29;Active;2500;VPN0948;55;55
562;29/06/2023;29/06/2023;65487;10.1.6.54;9198;10.1.6.53;L3;3100;83;7;Active;557;VPN0347;55;55
563;29/06/2023;29/06/2023;65487;10.1.7.54;9198;10.1.7.53;L3;100;83;4;Active;2571;VPN1973;55;55
564;29/06/2023;29/06/2023;65487;10.1.1.142;9198;10.1.1.141;L3;5;83;17;Active;1927;VPN1749;55;55
565;29/06/2023;29/06/2023;65487;10.1.63.50;9198;10.1.63.49;L3;12;83;1;Ordered;;;56;56
566;29/06/2023;29/06/2023;65487;10.1.63.54;9198;10.1.63.53;L3;10;83;3;Ordered;;;56;56
567;29/06/2023;29/06/2023;65487;10.1.63.58;9198;10.1.63.57;L3;2510;83;11;Ordered;;;56;56
568;29/06/2023;29/06/2023;65487;10.1.63.62;9198;10.1.63.61;L3;200;83;26;Ordered;;;56;56
569;29/06/2023;29/06/2023;65487;10.1.63.66;9198;10.1.63.65;L3;2;83;29;Ordered;;;56;56
570;29/06/2023;29/06/2023;65487;10.1.63.70;9198;10.1.63.69;L3;3100;83;7;Ordered;;;56;56
571;29/06/2023;29/06/2023;65487;10.1.63.74;9198;10.1.63.73;L3;100;83;4;Ordered;;;56;56
572;29/06/2023;29/06/2023;65487;;9198;;L3;5;83;17;Ordered;;;56;56
573;29/06/2023;29/06/2023;65487;10.1.6.42;29355;10.1.6.41;L3;6;83;3;Active;;E1;57;57
574;29/06/2023;29/06/2023;29355;10.1.37.222;9198;10.1.37.221;L3;900;83;7;Active;2001;VPN2344;58;58
575;29/06/2023;29/06/2023;29355;10.1.37.226;9198;10.1.37.225;L3;500;83;11;Active;2020;VPN2343;58;58
576;29/06/2023;29/06/2023;29355;10.1.37.230;9198;10.1.37.229;L3;10;83;1;Active;2022;VPN2341;58;58
577;29/06/2023;29/06/2023;29355;10.1.37.234;9198;10.1.37.233;L3;2;83;17;Active;2121;VPN2342;58;58
578;29/06/2023;29/06/2023;;10.14.121.81/28;;;L2;40;83;11;Ordered;2401;;60;60
579;29/06/2023;29/06/2023;;10.13.121.81/28;;;L2;1;83;17;Ordered;2402;;60;60
580;29/06/2023;29/06/2023;;;;;L2;150;83;7;Ordered;2415;;61;61
581;29/06/2023;29/06/2023;;;;;L2;50;83;11;Ordered;2416;;61;61
582;29/06/2023;29/06/2023;;;;;L2;1;83;17;Ordered;2417;;61;61
583;29/06/2023;29/06/2023;29355;10.1.26.194;9198;10.1.26.193;L3;15;83;1;Active;485;VPN0633;62;62
584;29/06/2023;29/06/2023;29355;10.1.26.134;9198;10.1.26.133;L3;2525;83;7;Active;397;VPN0622;62;62
585;29/06/2023;29/06/2023;29355;10.1.25.2;9198;10.1.25.1;L3;750;83;11;Active;487;VPN0653;62;62
586;29/06/2023;29/06/2023;29355;10.1.26.138;9198;10.1.26.137;L3;1;83;17;Active;398;VPN0623;62;62
587;29/06/2023;29/06/2023;29355;10.1.27.186;9198;10.1.27.185;L3;20;83;1;Active;1291;VPN0936;64;64
588;29/06/2023;29/06/2023;29355;10.1.27.222;9198;10.1.27.221;L3;559;83;7;Active;1292;VPN0954;64;64
589;29/06/2023;29/06/2023;29355;10.1.27.190;9198;10.1.27.189;L3;465;83;11;Active;1290;VPN0935;64;64
590;29/06/2023;29/06/2023;29355;10.1.28.106;9198;10.1.28.105;L3;1;83;17;Active;1293;VPN1006;64;64
591;29/06/2023;29/06/2023;29355;10.255.240.22;9198;10.255.240.21;L3;1;83;16;Active;1294;VPN1257;64;64
592;29/06/2023;29/06/2023;65242;10.1.28.194;9198;10.1.28.193;L3;622;83;7;Active;2592;VPN0953;65;65
593;29/06/2023;29/06/2023;65242;10.1.2.250;9198;10.1.2.249;L3;341;83;11;Active;1000;VPN0017;65;65
594;29/06/2023;29/06/2023;65242;10.1.2.246;9198;10.1.2.245;L3;1;83;17;Active;207;VPN0018;65;65
595;29/06/2023;29/06/2023;65242;10.252.240.110;9198;10.252.240.109;L3;20;83;16;Active;2349;VPN1683;65;65
596;29/06/2023;29/06/2023;65008;10.1.3.114;9198;10.1.3.113;L3;11;83;1;Active;1182;VPN0037;66;66
597;29/06/2023;29/06/2023;65008;10.1.28.30;9198;10.1.28.29;L3;59;83;11;Active;2580;VPN0972;66;66
598;29/06/2023;29/06/2023;29355;10.1.30.70;9198;10.1.30.69;L3;4;83;1;Active;300; VPN1148;67;67
599;29/06/2023;29/06/2023;29355;10.1.30.74;9198;10.1.30.73;L3;47;83;11;Active;302; VPN1150;67;67
600;29/06/2023;29/06/2023;29355;10.1.30.78;9198;10.1.30.77;L3;1;83;17;Active;301; VPN1149;67;67
601;29/06/2023;29/06/2023;29355;10.255.240.46;9198;10.255.240.45;L3;1;83;16;Active;303;VPN1226;67;67
602;29/06/2023;29/06/2023;29355;10.1.35.126;9198;10.1.35.125;L3;40;83;7;Active;503;VPN2171;67;67
603;29/06/2023;29/06/2023;29355;10.1.27.62;9198;10.1.27.61;L3;750;83;7;Active;2003;VPN0991;76;76
604;29/06/2023;29/06/2023;29355;10.1.27.54;9198;10.1.27.53;L3;257;83;11;Active;2002;VPN0990;76;76
605;29/06/2023;29/06/2023;29355;10.1.27.58;9198;10.1.27.57;L3;1;83;17;Active;2004;VPN0992;76;76
606;29/06/2023;29/06/2023;;;;;L2;2;83;1;Active;2438;VPN2254;77;77
607;29/06/2023;29/06/2023;;;;;L2;40;83;11;Active;2439;VPN2255;77;77
608;29/06/2023;29/06/2023;;;;;L2;1;83;16;Active;2440;VPN2256;77;77
609;29/06/2023;29/06/2023;29355;10.1.25.158;9198;10.1.25.157;L3;18;83;1;Active;201;VPN0721;78;78
610;29/06/2023;29/06/2023;29355;10.1.27.70;9198;10.1.27.69;L3;866;83;7;Active;207;VPN0785;78;78
611;29/06/2023;29/06/2023;29355;10.1.25.154;9198;10.1.25.153;L3;452;83;11;Active;200;VPN0720;78;78
612;29/06/2023;29/06/2023;29355;10.1.27.74;9198;10.1.27.73;L3;1;83;17;Active;206;VPN0786 ;78;78
613;29/06/2023;29/06/2023;29355;10.255.240.126;9198;10.255.240.125;L3;1;83;16;Active;203;VPN1514;78;78
614;29/06/2023;29/06/2023;29355;10.1.26.154;9198;10.1.26.153;L3;4155;83;7;Active;994;VPN0628;68;68
615;29/06/2023;29/06/2023;29355;10.1.26.150;9198;10.1.26.149;L3;1;83;17;Active;897;VPN0627;68;68
616;29/06/2023;29/06/2023;29355;10.1.26.146;9198;10.1.26.145;L3;1351;83;11;Active;896;VPN0626;68;68
617;29/06/2023;29/06/2023;29355;10.254.240.62;9198;10.254.240.61;L3;1;83;16;Active;978;VPN1756;68;68
618;29/06/2023;29/06/2023;65008;10.1.3.218;9198;10.1.3.217;L3;10;83;1;Active;1044;VPN0039;70;70
619;29/06/2023;29/06/2023;65008;10.1.3.214;9198;10.1.3.213;L3;175;83;11;Active;1043;VPN0038;70;70
620;29/06/2023;29/06/2023;29355;10.1.2.226;9198;10.1.2.225;L3;60;83;11;Active;293;VPN0390;69;69
621;29/06/2023;29/06/2023;29355;10.1.2.242;9198;10.1.2.241;L3;1;83;17;Active;294;VPN0391;69;69
622;29/06/2023;29/06/2023;29355;10.1.24.178;9198;10.1.24.177;L3;30;83;19;Active;298;VPN0514;69;69
623;29/06/2023;29/06/2023;29355;10.1.30.94;9198;10.1.30.93;L3;4;83;1;Active;1794;VPN2110;71;71
624;29/06/2023;29/06/2023;29355;10.1.31.182;9198;10.1.31.181;L3;89;83;11;Active;507;VPN1313;71;71
625;29/06/2023;29/06/2023;29355;10.1.34.142;9198;10.1.34.141;L3;1;83;17;Active;508;VPN0249;71;71
626;29/06/2023;29/06/2023;29355;10.1.30.98;9198;10.1.30.97;L3;150;83;7;Active;1793;VPN2109;71;71
627;29/06/2023;29/06/2023;29355;10.255.240.74;9198;10.255.240.73;L3;1;83;16;Active;509;VPN1462;71;71
628;29/06/2023;29/06/2023;29355;10.1.27.226;9198;10.1.27.225;L3;31;83;11;Active;1213;VPN0957;72;72
629;29/06/2023;29/06/2023;29355;10.1.27.230;9198;10.1.27.229;L3;1;83;17;Active;1215;VPN0958;72;72
630;29/06/2023;29/06/2023;;10.192.100.1;;;L2;650;83;7;Ordered;2332;;73;73
631;29/06/2023;29/06/2023;;10.196.100.1;;;L2;1;83;17;Ordered;2333;;73;73
632;29/06/2023;29/06/2023;;10.5.96.49;;;L2;15;83;1;Ordered;2334;;74;74
633;29/06/2023;29/06/2023;;10.14.95.1;;;L2;370;83;11;Ordered;2335;;74;74
634;29/06/2023;29/06/2023;29355;10.1.35.162;;10.1.35.161;L3;650;83;7;Ordered;;;75;75
635;29/06/2023;29/06/2023;29355;10.1.35.166;;10.1.35.165;L3;1;83;17;Ordered;;;75;75
636;29/06/2023;29/06/2023;29355;10.253.240.2;;10.253.240.1;L3;1;83;16;Ordered;;;75;75
637;29/06/2023;29/06/2023;29355;10.1.35.170;;10.1.35.169;L3;15;83;1;Ordered;;;75;75
638;29/06/2023;29/06/2023;29355;10.1.35.174;;10.1.35.173;L3;370;83;11;Ordered;;;75;75
639;29/06/2023;29/06/2023;29355;10.1.35.178;;10.1.35.177;L3;20;83;32;Ordered;;;75;75
640;29/06/2023;29/06/2023;29355;10.1.35.182;;10.1.35.181;L3;;83;27;Ordered;;;75;75
641;29/06/2023;29/06/2023;29355;10.1.37.134;9198;10.1.37.133;L3;90;83;11;Active;905;VPN2279;79;79
642;29/06/2023;29/06/2023;29355;10.1.37.138;9198;10.1.37.137;L3;1;83;17;Active;904;VPN2278;79;79
643;29/06/2023;29/06/2023;29355;10.1.37.142;9198;10.1.37.141;L3;120;83;7;Active;906;VPN2280;79;79
644;29/06/2023;29/06/2023;29355;10.1.37.146;9198;10.1.37.145;L3;5;83;1;Active;907;VPN2281;79;79
645;29/06/2023;29/06/2023;29355;10.1.34.18;9198;10.1.34.17;L3;4;83;1;Active;1440;VPN1376;63;63
646;29/06/2023;29/06/2023;29355;10.1.34.22;9198;10.1.34.21;L3;101;83;11;Active;1960;VPN1377;63;63
647;29/06/2023;29/06/2023;29355;10.1.34.26;9198;10.1.34.25;L3;1;83;17;Active;1720;VPN1378;63;63
648;29/06/2023;29/06/2023;29355;10.1.34.30;9198;10.1.34.29;L3;1;83;16;Active;1510;VPN1379;63;63
649;29/06/2023;29/06/2023;65001;10.1.4.222;9198;10.1.4.221;L3;16;83;1;Active;358;VPN0410;80;80
650;29/06/2023;29/06/2023;65001;10.1.25.122;9198;10.1.25.121;L3;440;83;7;Active;2491;VPN0697;80;80
651;29/06/2023;29/06/2023;65001;10.1.4.162;9198;10.1.4.161;L3;110;83;11;Active;356;VPN0042;80;80
652;29/06/2023;29/06/2023;65001;10.1.25.118;9198;10.1.25.117;L3;5;83;17;Active;2492;VPN0698;80;80
653;29/06/2023;29/06/2023;65001;10.1.4.254;9198;10.1.4.253;L3;10;83;19;Active;399;VPN0463;80;80
654;29/06/2023;29/06/2023;;10.5.117.161/28;;;L2;2;83;1;Active;2366;VPN2134;81;81
655;29/06/2023;29/06/2023;;10.192.120.1/26;;;L2;150;83;7;Active;2378;VPN2136;81;81
656;29/06/2023;29/06/2023;;10.14.48.129/28;;;L2;30;83;11;Active;2377;VPN2135;81;81
657;29/06/2023;29/06/2023;;10.196.120.1/26;;;L2;1;83;44;Active;2379;VPN2137;81;81
658;29/06/2023;29/06/2023;;10.13.48.129/28;;;L2;1;83;17;Active;2480;VPN2245;81;81
659;29/06/2023;29/06/2023;29355;10.1.5.210;9198;10.1.5.209;L3;4;83;1;Active;2268; VPN1067;82;82
660;29/06/2023;29/06/2023;29355;10.1.28.246;9198;10.1.28.245;L3;50;83;11;Active;2271;VPN2106;82;82
661;29/06/2023;29/06/2023;29355;10.1.5.214;9198;10.1.5.213;L3;1;83;17;Active;2258; VPN1066;82;82
662;29/06/2023;29/06/2023;29355;10.1.28.250;9198;10.1.28.249;L3;32;83;7;Active;2270;VPN2105;82;82
663;29/06/2023;29/06/2023;;10.5.116.193;;;L2;2;83;1;Active;2354;VPN1543;83;83
664;29/06/2023;29/06/2023;;10.14.45.129;;;L2;30;83;11;Active;2355;VPN1544;83;83
665;29/06/2023;29/06/2023;;10.255.244.225;;;L2;1;83;16;Active;2365;VPN1545;83;83
666;29/06/2023;29/06/2023;;10.5.118.192/28;;;L2;4;83;1;Active;2510;VPN2297;84;84
667;29/06/2023;29/06/2023;;10.14.45.208/28;;;L2;100;83;11;Active;2511;VPN2298;84;84
668;29/06/2023;29/06/2023;;10.13.45.208/28;;;L2;1;83;17;Active;2512;VPN2299;84;84
669;29/06/2023;29/06/2023;;10.255.247.0/28;;;L2;1;83;16;Active;2513;VPN2300;84;84
670;29/06/2023;29/06/2023;29355;10.1.30.194;;10.1.30.193;L3;10;83;1;Ordered;;;85;85
671;29/06/2023;29/06/2023;29355;10.1.30.202;;10.1.30.201;L3;300;83;7;Ordered;;;85;85
672;29/06/2023;29/06/2023;29355;10.1.30.198;;10.1.30.197;L3;180;83;11;Ordered;;;85;85
673;29/06/2023;29/06/2023;29355;10.1.30.206;;10.1.30.205;L3;1;83;17;Ordered;;;85;85
674;29/06/2023;29/06/2023;29355;10.1.4.250;9198;10.1.4.249;L3;16;83;1;Active;2792;VPN0450;87;87
675;29/06/2023;29/06/2023;29355;10.1.2.222;9198;10.1.2.221;L3;92;83;11;Active;274;VPN0318;87;87
676;29/06/2023;29/06/2023;;10.5.118.209/28;;;L2;2;83;1;Active;2501; VPN1934;86;86
677;29/06/2023;29/06/2023;;10.14.61.1/28;;;L2;40;83;11;Active;2502;VPN1932;86;86
678;29/06/2023;29/06/2023;;10.13.61.1/28;;;L2;1;83;17;Active;2503;VPN1933;86;86
679;29/06/2023;29/06/2023;29355;10.1.29.98;9198;10.1.29.97;L3;4;83;1;Active;300;VPN0482;88;88
680;29/06/2023;29/06/2023;29355;10.1.34.102;9198;10.1.34.101;L3;50;83;11;Active;301;VPN0483;88;88
681;29/06/2023;29/06/2023;29355;10.1.29.102;9198;10.1.29.101;L3;1;83;17;Active;302;VPN0484;88;88
682;29/06/2023;29/06/2023;29355;10.1.37.122;9198;10.1.37.121;L3;150;83;7;Active;303;VPN1246;88;88
683;29/06/2023;29/06/2023;;10.5.68.161/28;;;L2;2;83;1;Active;2341;VPN1814;89;89
684;29/06/2023;29/06/2023;;10.192.166.49/28;;;L2;200;83;7;Active;2608;VPN1820;89;89
685;29/06/2023;29/06/2023;;10.14.156.145/28;;;L2;50;83;11;Active;2479;VPN1818;89;89
686;29/06/2023;29/06/2023;;10.13.156.145/28;;;L2;1;83;17;Active;2342;VPN1817;89;89
687;29/06/2023;29/06/2023;;10.196.166.49/28;;;L2;1;83;44;Active;2607;VPN1819;89;89
688;29/06/2023;29/06/2023;29355;10.1.28.214;64724;10.1.28.213;L3;15;83;1;Active;2004;VPN1053;91;91
689;29/06/2023;29/06/2023;29355;10.1.27.214;64724;10.1.27.213;L3;1800;83;7;Active;2001;VPN0946;91;91
690;29/06/2023;29/06/2023;29355;10.1.28.218;64724;10.1.28.217;L3;534;83;11;Active;2003;VPN1052;91;91
691;29/06/2023;29/06/2023;29355;10.1.27.210;64724;10.1.27.209;L3;1;83;17;Active;2002;VPN0947;91;91
692;29/06/2023;29/06/2023;29355;10.1.30.114;64724;10.1.30.113;L3;1;83;19;Active;2005;VPN1210;91;91
693;29/06/2023;29/06/2023;;10.5.116.225;;;L2;4;83;1;Ordered;2347;VPN0035;90;90
694;29/06/2023;29/06/2023;;10.14.60.33/28;;;L2;50;83;11;Ordered;2348;VPN0036;90;90
695;29/06/2023;29/06/2023;;10.192.125.208/28;;;L2;44;83;7;Active;2454;VPN2209;90;90
696;29/06/2023;29/06/2023;;10.196.125.208/28;;;L2;1;83;44;Active;2455;VPN2210;90;90
697;29/06/2023;29/06/2023;;10.13.60.33/28;;;L2;1;83;17;Active;2485;VPN2247;90;90
698;29/06/2023;29/06/2023;29355;10.1.27.14;9198;10.1.27.13;L3;10;83;1;Active;2363;VPN0769;92;92
699;29/06/2023;29/06/2023;29355;10.1.27.18;9198;10.1.27.17;L3;206;83;7;Active;2364;VPN0770;92;92
700;29/06/2023;29/06/2023;29355;10.1.2.210;9198;10.1.2.209;L3;305;83;11;Active;2659;VPN0306;92;92
701;29/06/2023;29/06/2023;29355;10.1.28.2;9198;10.1.28.1;L3;1;83;17;Ordered;2365;VPN1099;92;92
702;29/06/2023;29/06/2023;29355;10.1.28.122;9198;10.1.28.121;L3;2;83;1;Active;525;VPN1011;93;93
